Lot_Bin_Wafer,part,instance,temp,date,vdd,vdd18,vwl,loaded
VWL,IWL,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,0,0
1.5040,1.5078,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,0,1
1.5110,1.4983,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,1,0
1.5593,1.4744,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,1,1
1.5605,1.4739,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,2,0
1.6115,1.4488,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,2,1
1.6116,1.4484,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,3,0
1.6598,1.4244,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,3,1
1.6618,1.4239,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,4,0
1.7103,1.3995,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,4,1
1.7120,1.3985,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,5,0
1.7605,1.3750,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,5,1
1.7610,1.3738,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,6,0
1.8103,1.3500,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,6,1
1.8114,1.3495,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,7,0
1.8597,1.3254,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,7,1
1.8607,1.3242,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,8,0
1.9089,1.3011,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,8,1
1.9096,1.3002,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,9,0
1.9574,1.2764,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,9,1
1.9603,1.2754,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,10,0
2.0085,1.2512,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,10,1
2.0108,1.2499,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,11,0
2.0581,1.2265,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,11,1
2.0606,1.2252,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,12,0
2.1080,1.2021,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,12,1
2.1102,1.2003,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,13,0
2.1582,1.1772,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,13,1
2.1604,1.1758,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,14,0
2.2067,1.1523,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,14,1
2.2096,1.1512,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,15,0
2.2563,1.1280,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,15,1
2.2588,1.1262,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,16,0
2.3056,1.1047,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,16,1
2.3090,1.1019,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,17,0
2.3580,1.0793,P9KT98_0a_1,P0109,0,025C,230906,.9,1.98,17,1
2.3586,1.0766,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,0,0
1.4747,1.5317,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,0,1
1.5052,1.5020,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,1,0
1.5544,1.4777,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,1,1
1.5558,1.4769,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,2,0
1.6055,1.4523,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,2,1
1.6058,1.4517,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,3,0
1.6554,1.4271,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,3,1
1.6571,1.4265,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,4,0
1.7055,1.4022,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,4,1
1.7059,1.4020,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,5,0
1.7546,1.3773,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,5,1
1.7560,1.3773,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,6,0
1.8043,1.3529,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,6,1
1.8051,1.3522,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,7,0
1.8529,1.3283,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,7,1
1.8547,1.3275,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,8,0
1.9020,1.3040,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,8,1
1.9049,1.3025,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,9,0
1.9530,1.2792,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,9,1
1.9536,1.2782,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,10,0
2.0042,1.2540,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,10,1
2.0046,1.2526,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,11,0
2.0525,1.2292,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,11,1
2.0541,1.2279,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,12,0
2.1011,1.2043,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,12,1
2.1065,1.2029,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,13,0
2.1512,1.1795,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,13,1
2.1541,1.1787,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,14,0
2.2014,1.1554,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,14,1
2.2034,1.1536,P9KT98_0a_1,P0109,0,025C,230906,.9,1.8,15,0
