Lot_Bin_Wafer,part,instance,temp,date,vdd,vdd18,vwl,loaded
VWL,IWL,P9KT88_0a_xx,P0119,0,025C,230928,.9,1.98,0,0
1.7609,0.6238,P9KT88_0a_xx,P0119,0,025C,230928,.9,1.98,0,1
1.5426,1.2869,P9KT88_0a_xx,P0119,0,025C,230928,.9,1.98,1,0
1.5271,1.4891,P9KT88_0a_xx,P0119,0,025C,230928,.9,1.98,1,1
1.5214,1.4931,P9KT88_0a_xx,P0119,0,025C,230928,.9,1.98,2,0
1.5721,1.4681,P9KT88_0a_xx,P0119,0,025C,230928,.9,1.98,2,1
1.5732,1.4678,P9KT88_0a_xx,P0119,0,025C,230928,.9,1.98,3,0
1.6224,1.4442,P9KT88_0a_xx,P0119,0,025C,230928,.9,1.98,3,1
1.6226,1.4431,P9KT88_0a_xx,P0119,0,025C,230928,.9,1.98,4,0
1.6720,1.4192,P9KT88_0a_xx,P0119,0,025C,230928,.9,1.98,4,1
1.6713,1.4186,P9KT88_0a_xx,P0119,0,025C,230928,.9,1.98,5,0
1.7204,1.3947,P9KT88_0a_xx,P0119,0,025C,230928,.9,1.98,5,1
1.7206,1.3945,P9KT88_0a_xx,P0119,0,025C,230928,.9,1.98,6,0
1.7705,1.3700,P9KT88_0a_xx,P0119,0,025C,230928,.9,1.98,6,1
1.7703,1.3698,P9KT88_0a_xx,P0119,0,025C,230928,.9,1.98,7,0
1.8178,1.3456,P9KT88_0a_xx,P0119,0,025C,230928,.9,1.98,7,1
1.8201,1.3448,P9KT88_0a_xx,P0119,0,025C,230928,.9,1.98,8,0
1.8681,1.3211,P9KT88_0a_xx,P0119,0,025C,230928,.9,1.98,8,1
1.8689,1.3200,P9KT88_0a_xx,P0119,0,025C,230928,.9,1.98,9,0
1.9196,1.2961,P9KT88_0a_xx,P0119,0,025C,230928,.9,1.98,9,1
1.9197,1.2957,P9KT88_0a_xx,P0119,0,025C,230928,.9,1.98,10,0
1.9695,1.2711,P9KT88_0a_xx,P0119,0,025C,230928,.9,1.98,10,1
